age,gender,province,education,n
66,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
66,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",8
66,Female,Nova Scotia,High school diploma or a high school equivalency certificate,2
66,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
66,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",14
66,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",15
66,Female,Ontario,High school diploma or a high school equivalency certificate,18
66,Female,Ontario,Less than high school diploma or its equivalent,5
66,Female,Ontario,University certificate or diploma below the bachelor level,2
66,Female,Ontario,"University certificate, diploma or degree above the bachelor level",10
66,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
66,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
66,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
66,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
66,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
66,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",16
66,Female,Quebec,High school diploma or a high school equivalency certificate,13
66,Female,Quebec,Less than high school diploma or its equivalent,11
66,Female,Quebec,University certificate or diploma below the bachelor level,2
66,Female,Quebec,"University certificate, diploma or degree above the bachelor level",2
66,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
66,Female,Saskatchewan,High school diploma or a high school equivalency certificate,5
66,Female,Saskatchewan,Less than high school diploma or its equivalent,2
66,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
66,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",5
66,Male,Alberta,High school diploma or a high school equivalency certificate,3
66,Male,Alberta,Less than high school diploma or its equivalent,2
66,Male,Alberta,"University certificate, diploma or degree above the bachelor level",4
66,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
66,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",5
66,Male,British Columbia,High school diploma or a high school equivalency certificate,7
66,Male,British Columbia,Less than high school diploma or its equivalent,3
66,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",1
66,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
66,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",4
66,Male,Manitoba,High school diploma or a high school equivalency certificate,3
66,Male,Manitoba,Less than high school diploma or its equivalent,1
66,Male,Manitoba,University certificate or diploma below the bachelor level,1
66,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
66,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",5
66,Male,New Brunswick,High school diploma or a high school equivalency certificate,6
66,Male,New Brunswick,Less than high school diploma or its equivalent,3
66,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
66,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
66,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
66,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
66,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
66,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
66,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
66,Male,Nova Scotia,High school diploma or a high school equivalency certificate,6
66,Male,Nova Scotia,Less than high school diploma or its equivalent,1
66,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
66,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
66,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",13
66,Male,Ontario,High school diploma or a high school equivalency certificate,14
66,Male,Ontario,Less than high school diploma or its equivalent,4
66,Male,Ontario,University certificate or diploma below the bachelor level,3
66,Male,Ontario,"University certificate, diploma or degree above the bachelor level",6
66,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",5
66,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
66,Male,Prince Edward Island,Less than high school diploma or its equivalent,2
66,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
66,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
66,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",9
66,Male,Quebec,High school diploma or a high school equivalency certificate,9
66,Male,Quebec,Less than high school diploma or its equivalent,5
66,Male,Quebec,University certificate or diploma below the bachelor level,1
66,Male,Quebec,"University certificate, diploma or degree above the bachelor level",5
66,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
66,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
66,Male,Saskatchewan,Less than high school diploma or its equivalent,2
66,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",2
67,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
67,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",4
67,Female,Alberta,High school diploma or a high school equivalency certificate,4
67,Female,Alberta,University certificate or diploma below the bachelor level,1
67,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
67,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
67,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
67,Female,British Columbia,High school diploma or a high school equivalency certificate,10
67,Female,British Columbia,Less than high school diploma or its equivalent,3
67,Female,British Columbia,University certificate or diploma below the bachelor level,3
67,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",1
67,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
67,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",2
67,Female,Manitoba,High school diploma or a high school equivalency certificate,3
67,Female,Manitoba,Less than high school diploma or its equivalent,4
67,Female,Manitoba,University certificate or diploma below the bachelor level,2
67,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
67,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
67,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",6
67,Female,New Brunswick,High school diploma or a high school equivalency certificate,5
67,Female,New Brunswick,Less than high school diploma or its equivalent,3
67,Female,New Brunswick,University certificate or diploma below the bachelor level,1
67,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
67,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
67,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,5
67,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
67,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",4
67,Female,Nova Scotia,High school diploma or a high school equivalency certificate,1
67,Female,Nova Scotia,Less than high school diploma or its equivalent,3
67,Female,Nova Scotia,University certificate or diploma below the bachelor level,1
67,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",4
67,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
67,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",12
67,Female,Ontario,High school diploma or a high school equivalency certificate,13
67,Female,Ontario,Less than high school diploma or its equivalent,7
67,Female,Ontario,University certificate or diploma below the bachelor level,2
67,Female,Ontario,"University certificate, diploma or degree above the bachelor level",5
67,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",5
67,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
67,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
67,Female,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
67,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
67,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",14
67,Female,Quebec,High school diploma or a high school equivalency certificate,12
67,Female,Quebec,Less than high school diploma or its equivalent,7
67,Female,Quebec,University certificate or diploma below the bachelor level,2
67,Female,Quebec,"University certificate, diploma or degree above the bachelor level",1
67,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
67,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",6
67,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
67,Female,Saskatchewan,Less than high school diploma or its equivalent,3
67,Female,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
67,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
67,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",1
67,Male,Alberta,High school diploma or a high school equivalency certificate,4
67,Male,Alberta,Less than high school diploma or its equivalent,2
67,Male,Alberta,University certificate or diploma below the bachelor level,1
67,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
67,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
67,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",6
67,Male,British Columbia,High school diploma or a high school equivalency certificate,6
67,Male,British Columbia,Less than high school diploma or its equivalent,4
67,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",2
67,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",4
67,Male,Manitoba,High school diploma or a high school equivalency certificate,4
67,Male,Manitoba,Less than high school diploma or its equivalent,4
67,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",1
67,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
67,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
67,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
67,Male,New Brunswick,Less than high school diploma or its equivalent,4
67,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",3
67,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
67,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",1
67,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
67,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
67,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
67,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
67,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
67,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
67,Male,Nova Scotia,Less than high school diploma or its equivalent,2
67,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
67,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",13
67,Male,Ontario,High school diploma or a high school equivalency certificate,11
67,Male,Ontario,Less than high school diploma or its equivalent,7
67,Male,Ontario,University certificate or diploma below the bachelor level,1
67,Male,Ontario,"University certificate, diploma or degree above the bachelor level",1
67,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
67,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
67,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,2
67,Male,Prince Edward Island,University certificate or diploma below the bachelor level,1
67,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
67,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",5
67,Male,Quebec,High school diploma or a high school equivalency certificate,9
67,Male,Quebec,Less than high school diploma or its equivalent,6
67,Male,Quebec,"University certificate, diploma or degree above the bachelor level",2
67,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",1
67,Male,Saskatchewan,High school diploma or a high school equivalency certificate,2
67,Male,Saskatchewan,Less than high school diploma or its equivalent,1
68,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
68,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",3
68,Female,Alberta,High school diploma or a high school equivalency certificate,4
68,Female,Alberta,Less than high school diploma or its equivalent,1
68,Female,Alberta,University certificate or diploma below the bachelor level,1
68,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
68,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",6
68,Female,British Columbia,High school diploma or a high school equivalency certificate,3
68,Female,British Columbia,Less than high school diploma or its equivalent,2
68,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",3
68,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",2
68,Female,Manitoba,High school diploma or a high school equivalency certificate,5
68,Female,Manitoba,Less than high school diploma or its equivalent,2
68,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
68,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",4
68,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
68,Female,New Brunswick,Less than high school diploma or its equivalent,6
68,Female,New Brunswick,University certificate or diploma below the bachelor level,2
68,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
68,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",5
68,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,5
68,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,5
68,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
68,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
68,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",1
68,Female,Nova Scotia,High school diploma or a high school equivalency certificate,13
68,Female,Nova Scotia,Less than high school diploma or its equivalent,2
68,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
68,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",11
68,Female,Ontario,High school diploma or a high school equivalency certificate,13
68,Female,Ontario,Less than high school diploma or its equivalent,11
68,Female,Ontario,University certificate or diploma below the bachelor level,4
68,Female,Ontario,"University certificate, diploma or degree above the bachelor level",8
68,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,Prince Edward Island,Less than high school diploma or its equivalent,2
68,Female,Prince Edward Island,University certificate or diploma below the bachelor level,3
68,Female,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",2
68,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
68,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",10
68,Female,Quebec,High school diploma or a high school equivalency certificate,14
68,Female,Quebec,Less than high school diploma or its equivalent,11
68,Female,Quebec,University certificate or diploma below the bachelor level,1
68,Female,Quebec,"University certificate, diploma or degree above the bachelor level",1
68,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",6
68,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
68,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
68,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",5
68,Male,Alberta,High school diploma or a high school equivalency certificate,5
68,Male,Alberta,Less than high school diploma or its equivalent,2
68,Male,Alberta,University certificate or diploma below the bachelor level,1
68,Male,Alberta,"University certificate, diploma or degree above the bachelor level",1
68,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
68,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",9
68,Male,British Columbia,High school diploma or a high school equivalency certificate,4
68,Male,British Columbia,Less than high school diploma or its equivalent,6
68,Male,British Columbia,University certificate or diploma below the bachelor level,2
68,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",4
68,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
68,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",2
68,Male,Manitoba,High school diploma or a high school equivalency certificate,1
68,Male,Manitoba,Less than high school diploma or its equivalent,4
68,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
68,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",4
68,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
68,Male,New Brunswick,Less than high school diploma or its equivalent,4
68,Male,New Brunswick,University certificate or diploma below the bachelor level,1
68,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
68,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",1
68,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,6
68,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
68,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
68,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
68,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
68,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
68,Male,Nova Scotia,High school diploma or a high school equivalency certificate,1
68,Male,Nova Scotia,Less than high school diploma or its equivalent,3
68,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
68,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
68,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",10
68,Male,Ontario,High school diploma or a high school equivalency certificate,13
68,Male,Ontario,Less than high school diploma or its equivalent,6
68,Male,Ontario,University certificate or diploma below the bachelor level,4
68,Male,Ontario,"University certificate, diploma or degree above the bachelor level",7
68,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
68,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,4
68,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
68,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",7
68,Male,Quebec,High school diploma or a high school equivalency certificate,8
68,Male,Quebec,Less than high school diploma or its equivalent,4
68,Male,Quebec,University certificate or diploma below the bachelor level,1
68,Male,Quebec,"University certificate, diploma or degree above the bachelor level",5
68,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
68,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
68,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
68,Male,Saskatchewan,Less than high school diploma or its equivalent,1
69,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",3
69,Female,Alberta,High school diploma or a high school equivalency certificate,7
69,Female,Alberta,Less than high school diploma or its equivalent,4
69,Female,Alberta,University certificate or diploma below the bachelor level,1
69,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
69,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
69,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",10
69,Female,British Columbia,High school diploma or a high school equivalency certificate,8
69,Female,British Columbia,Less than high school diploma or its equivalent,1
69,Female,British Columbia,University certificate or diploma below the bachelor level,2
69,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",2
69,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
69,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",5
69,Female,Manitoba,High school diploma or a high school equivalency certificate,5
69,Female,Manitoba,Less than high school diploma or its equivalent,4
69,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
69,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
69,Female,New Brunswick,High school diploma or a high school equivalency certificate,5
69,Female,New Brunswick,Less than high school diploma or its equivalent,6
69,Female,New Brunswick,University certificate or diploma below the bachelor level,1
69,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
69,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
69,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
69,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
69,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,4
69,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
69,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",4
69,Female,Nova Scotia,High school diploma or a high school equivalency certificate,6
69,Female,Nova Scotia,Less than high school diploma or its equivalent,3
69,Female,Nova Scotia,University certificate or diploma below the bachelor level,1
69,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
69,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
69,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",18
69,Female,Ontario,High school diploma or a high school equivalency certificate,16
69,Female,Ontario,Less than high school diploma or its equivalent,10
69,Female,Ontario,University certificate or diploma below the bachelor level,1
69,Female,Ontario,"University certificate, diploma or degree above the bachelor level",6
69,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",5
69,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
69,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
69,Female,Prince Edward Island,University certificate or diploma below the bachelor level,1
69,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
69,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",4
69,Female,Quebec,High school diploma or a high school equivalency certificate,17
69,Female,Quebec,Less than high school diploma or its equivalent,12
69,Female,Quebec,University certificate or diploma below the bachelor level,5
69,Female,Quebec,"University certificate, diploma or degree above the bachelor level",3
69,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
69,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
69,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
69,Female,Saskatchewan,Less than high school diploma or its equivalent,1
69,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",3
69,Male,Alberta,High school diploma or a high school equivalency certificate,4
69,Male,Alberta,Less than high school diploma or its equivalent,3
69,Male,Alberta,University certificate or diploma below the bachelor level,1
69,Male,Alberta,"University certificate, diploma or degree above the bachelor level",2
69,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
69,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
69,Male,British Columbia,High school diploma or a high school equivalency certificate,12
69,Male,British Columbia,University certificate or diploma below the bachelor level,2
69,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",2
69,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
69,Male,Manitoba,High school diploma or a high school equivalency certificate,4
69,Male,Manitoba,Less than high school diploma or its equivalent,2
69,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",1
69,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
69,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
69,Male,New Brunswick,Less than high school diploma or its equivalent,5
69,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
69,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
69,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
69,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
69,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
69,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",6
69,Male,Nova Scotia,High school diploma or a high school equivalency certificate,6
69,Male,Nova Scotia,Less than high school diploma or its equivalent,1
69,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
69,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
69,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",13
69,Male,Ontario,High school diploma or a high school equivalency certificate,11
69,Male,Ontario,Less than high school diploma or its equivalent,10
69,Male,Ontario,University certificate or diploma below the bachelor level,1
69,Male,Ontario,"University certificate, diploma or degree above the bachelor level",7
69,Male,Prince Edward Island,Less than high school diploma or its equivalent,1
69,Male,Prince Edward Island,"University certificate, diploma or degree above the bachelor level",1
69,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
69,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",6
69,Male,Quebec,High school diploma or a high school equivalency certificate,12
69,Male,Quebec,Less than high school diploma or its equivalent,7
69,Male,Quebec,University certificate or diploma below the bachelor level,4
69,Male,Quebec,"University certificate, diploma or degree above the bachelor level",2
69,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
69,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
69,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
69,Male,Saskatchewan,Less than high school diploma or its equivalent,1
69,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
70,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
70,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",5
70,Female,Alberta,High school diploma or a high school equivalency certificate,5
70,Female,Alberta,University certificate or diploma below the bachelor level,1
70,Female,Alberta,"University certificate, diploma or degree above the bachelor level",1
70,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
70,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",8
70,Female,British Columbia,High school diploma or a high school equivalency certificate,9
70,Female,British Columbia,Less than high school diploma or its equivalent,3
70,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",1
70,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
70,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",6
70,Female,Manitoba,High school diploma or a high school equivalency certificate,4
70,Female,Manitoba,Less than high school diploma or its equivalent,4
70,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
70,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
70,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
70,Female,New Brunswick,Less than high school diploma or its equivalent,5
70,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
70,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
70,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
70,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,6
70,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
70,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
70,Female,Nova Scotia,High school diploma or a high school equivalency certificate,2
70,Female,Nova Scotia,Less than high school diploma or its equivalent,6
70,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
70,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
70,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",21
70,Female,Ontario,High school diploma or a high school equivalency certificate,15
70,Female,Ontario,Less than high school diploma or its equivalent,7
70,Female,Ontario,University certificate or diploma below the bachelor level,2
70,Female,Ontario,"University certificate, diploma or degree above the bachelor level",5
70,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
70,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
70,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,5
70,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
70,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",6
70,Female,Quebec,High school diploma or a high school equivalency certificate,10
70,Female,Quebec,Less than high school diploma or its equivalent,16
70,Female,Quebec,University certificate or diploma below the bachelor level,3
70,Female,Quebec,"University certificate, diploma or degree above the bachelor level",2
70,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
70,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",1
70,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
70,Female,Saskatchewan,Less than high school diploma or its equivalent,1
70,Female,Saskatchewan,"University certificate, diploma or degree above the bachelor level",3
