age,gender,province,education,n
32,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
32,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
32,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
32,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
32,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
32,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
32,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
32,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
32,Male,Nova Scotia,Less than high school diploma or its equivalent,1
32,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",12
32,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",14
32,Male,Ontario,High school diploma or a high school equivalency certificate,5
32,Male,Ontario,Less than high school diploma or its equivalent,2
32,Male,Ontario,University certificate or diploma below the bachelor level,2
32,Male,Ontario,"University certificate, diploma or degree above the bachelor level",5
32,Male,Prince Edward Island,University certificate or diploma below the bachelor level,1
32,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
32,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",7
32,Male,Quebec,High school diploma or a high school equivalency certificate,2
32,Male,Quebec,Less than high school diploma or its equivalent,1
32,Male,Quebec,"University certificate, diploma or degree above the bachelor level",5
32,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
32,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",6
32,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
33,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
33,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",8
33,Female,Alberta,High school diploma or a high school equivalency certificate,4
33,Female,Alberta,Less than high school diploma or its equivalent,1
33,Female,Alberta,University certificate or diploma below the bachelor level,1
33,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
33,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
33,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",6
33,Female,British Columbia,High school diploma or a high school equivalency certificate,7
33,Female,British Columbia,University certificate or diploma below the bachelor level,4
33,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",5
33,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
33,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
33,Female,Manitoba,University certificate or diploma below the bachelor level,1
33,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
33,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",1
33,Female,New Brunswick,High school diploma or a high school equivalency certificate,1
33,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
33,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
33,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",1
33,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
33,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
33,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
33,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",1
33,Female,Nova Scotia,High school diploma or a high school equivalency certificate,5
33,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
33,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",13
33,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",9
33,Female,Ontario,High school diploma or a high school equivalency certificate,6
33,Female,Ontario,Less than high school diploma or its equivalent,2
33,Female,Ontario,University certificate or diploma below the bachelor level,1
33,Female,Ontario,"University certificate, diploma or degree above the bachelor level",8
33,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
33,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",1
33,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,2
33,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
33,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
33,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",11
33,Female,Quebec,High school diploma or a high school equivalency certificate,3
33,Female,Quebec,Less than high school diploma or its equivalent,3
33,Female,Quebec,University certificate or diploma below the bachelor level,1
33,Female,Quebec,"University certificate, diploma or degree above the bachelor level",2
33,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
33,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
33,Female,Saskatchewan,High school diploma or a high school equivalency certificate,2
33,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
33,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",5
33,Male,Alberta,High school diploma or a high school equivalency certificate,7
33,Male,Alberta,Less than high school diploma or its equivalent,1
33,Male,Alberta,University certificate or diploma below the bachelor level,1
33,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
33,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",9
33,Male,British Columbia,High school diploma or a high school equivalency certificate,1
33,Male,British Columbia,University certificate or diploma below the bachelor level,1
33,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",1
33,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
33,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
33,Male,Manitoba,High school diploma or a high school equivalency certificate,1
33,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
33,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
33,Male,New Brunswick,Less than high school diploma or its equivalent,1
33,Male,New Brunswick,University certificate or diploma below the bachelor level,1
33,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",2
33,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
33,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",3
33,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
33,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
33,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
33,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
33,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
33,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",10
33,Male,Ontario,High school diploma or a high school equivalency certificate,11
33,Male,Ontario,University certificate or diploma below the bachelor level,2
33,Male,Ontario,"University certificate, diploma or degree above the bachelor level",5
33,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
33,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",3
33,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
33,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
33,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",12
33,Male,Quebec,High school diploma or a high school equivalency certificate,3
33,Male,Quebec,Less than high school diploma or its equivalent,1
33,Male,Quebec,"University certificate, diploma or degree above the bachelor level",3
33,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",4
33,Male,Saskatchewan,High school diploma or a high school equivalency certificate,5
34,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
34,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",5
34,Female,Alberta,High school diploma or a high school equivalency certificate,6
34,Female,Alberta,Less than high school diploma or its equivalent,2
34,Female,Alberta,University certificate or diploma below the bachelor level,1
34,Female,Alberta,"University certificate, diploma or degree above the bachelor level",4
34,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
34,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
34,Female,British Columbia,High school diploma or a high school equivalency certificate,3
34,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",2
34,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
34,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",4
34,Female,Manitoba,High school diploma or a high school equivalency certificate,2
34,Female,Manitoba,Less than high school diploma or its equivalent,3
34,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
34,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
34,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",5
34,Female,New Brunswick,High school diploma or a high school equivalency certificate,2
34,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
34,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
34,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
34,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
34,Female,Nova Scotia,University certificate or diploma below the bachelor level,1
34,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
34,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",8
34,Female,Ontario,High school diploma or a high school equivalency certificate,7
34,Female,Ontario,University certificate or diploma below the bachelor level,1
34,Female,Ontario,"University certificate, diploma or degree above the bachelor level",8
34,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
34,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
34,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
34,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",14
34,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",8
34,Female,Quebec,Less than high school diploma or its equivalent,1
34,Female,Quebec,"University certificate, diploma or degree above the bachelor level",3
34,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
34,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",2
34,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
34,Female,Saskatchewan,Less than high school diploma or its equivalent,1
34,Female,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
34,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
34,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",6
34,Male,Alberta,"University certificate, diploma or degree above the bachelor level",2
34,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
34,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",7
34,Male,British Columbia,High school diploma or a high school equivalency certificate,8
34,Male,British Columbia,Less than high school diploma or its equivalent,2
34,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
34,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",4
34,Male,Manitoba,High school diploma or a high school equivalency certificate,2
34,Male,Manitoba,Less than high school diploma or its equivalent,2
34,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",2
34,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",7
34,Male,New Brunswick,Less than high school diploma or its equivalent,1
34,Male,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
34,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
34,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",1
34,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,5
34,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
34,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor level,1
34,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",4
34,Male,Nova Scotia,High school diploma or a high school equivalency certificate,3
34,Male,Nova Scotia,Less than high school diploma or its equivalent,1
34,Male,Nova Scotia,"University certificate, diploma or degree above the bachelor level",1
34,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
34,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",11
34,Male,Ontario,High school diploma or a high school equivalency certificate,9
34,Male,Ontario,University certificate or diploma below the bachelor level,3
34,Male,Ontario,"University certificate, diploma or degree above the bachelor level",6
34,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
34,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",1
34,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",8
34,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",11
34,Male,Quebec,High school diploma or a high school equivalency certificate,6
34,Male,Quebec,"University certificate, diploma or degree above the bachelor level",6
34,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
34,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
34,Male,Saskatchewan,High school diploma or a high school equivalency certificate,3
35,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
35,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",6
35,Female,Alberta,High school diploma or a high school equivalency certificate,5
35,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
35,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
35,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",6
35,Female,British Columbia,High school diploma or a high school equivalency certificate,4
35,Female,British Columbia,University certificate or diploma below the bachelor level,1
35,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",5
35,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
35,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
35,Female,Manitoba,High school diploma or a high school equivalency certificate,4
35,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
35,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
35,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",6
35,Female,New Brunswick,High school diploma or a high school equivalency certificate,2
35,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",3
35,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
35,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
35,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
35,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
35,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",4
35,Female,Nova Scotia,High school diploma or a high school equivalency certificate,3
35,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",13
35,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",10
35,Female,Ontario,High school diploma or a high school equivalency certificate,8
35,Female,Ontario,"University certificate, diploma or degree above the bachelor level",7
35,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",4
35,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
35,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
35,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",7
35,Female,Quebec,High school diploma or a high school equivalency certificate,1
35,Female,Quebec,Less than high school diploma or its equivalent,1
35,Female,Quebec,University certificate or diploma below the bachelor level,1
35,Female,Quebec,"University certificate, diploma or degree above the bachelor level",7
35,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
35,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",5
35,Female,Saskatchewan,University certificate or diploma below the bachelor level,2
35,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
35,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",9
35,Male,Alberta,High school diploma or a high school equivalency certificate,4
35,Male,Alberta,Less than high school diploma or its equivalent,1
35,Male,Alberta,"University certificate, diploma or degree above the bachelor level",3
35,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
35,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",6
35,Male,British Columbia,High school diploma or a high school equivalency certificate,3
35,Male,British Columbia,Less than high school diploma or its equivalent,1
35,Male,British Columbia,"University certificate, diploma or degree above the bachelor level",1
35,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
35,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",1
35,Male,Manitoba,High school diploma or a high school equivalency certificate,3
35,Male,Manitoba,Less than high school diploma or its equivalent,1
35,Male,Manitoba,University certificate or diploma below the bachelor level,2
35,Male,Manitoba,"University certificate, diploma or degree above the bachelor level",2
35,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
35,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",4
35,Male,New Brunswick,High school diploma or a high school equivalency certificate,1
35,Male,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
35,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",2
35,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,3
35,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
35,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
35,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",3
35,Male,Nova Scotia,High school diploma or a high school equivalency certificate,2
35,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
35,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",11
35,Male,Ontario,High school diploma or a high school equivalency certificate,10
35,Male,Ontario,Less than high school diploma or its equivalent,3
35,Male,Ontario,"University certificate, diploma or degree above the bachelor level",8
35,Male,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
35,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",11
35,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",17
35,Male,Quebec,High school diploma or a high school equivalency certificate,6
35,Male,Quebec,Less than high school diploma or its equivalent,1
35,Male,Quebec,"University certificate, diploma or degree above the bachelor level",3
35,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
35,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
35,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
35,Male,Saskatchewan,University certificate or diploma below the bachelor level,1
35,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
36,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
36,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",6
36,Female,Alberta,High school diploma or a high school equivalency certificate,3
36,Female,Alberta,University certificate or diploma below the bachelor level,2
36,Female,Alberta,"University certificate, diploma or degree above the bachelor level",4
36,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
36,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",4
36,Female,British Columbia,High school diploma or a high school equivalency certificate,5
36,Female,British Columbia,Less than high school diploma or its equivalent,1
36,Female,British Columbia,University certificate or diploma below the bachelor level,1
36,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",3
36,Female,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
36,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
36,Female,Manitoba,Less than high school diploma or its equivalent,1
36,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
36,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
36,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
36,Female,New Brunswick,High school diploma or a high school equivalency certificate,3
36,Female,New Brunswick,"University certificate, diploma or degree above the bachelor level",1
36,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
36,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
36,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
36,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
36,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
36,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",2
36,Female,Nova Scotia,Less than high school diploma or its equivalent,1
36,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
36,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",17
36,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",14
36,Female,Ontario,High school diploma or a high school equivalency certificate,8
36,Female,Ontario,University certificate or diploma below the bachelor level,1
36,Female,Ontario,"University certificate, diploma or degree above the bachelor level",8
36,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
36,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
36,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,1
36,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",16
36,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",9
36,Female,Quebec,High school diploma or a high school equivalency certificate,1
36,Female,Quebec,Less than high school diploma or its equivalent,1
36,Female,Quebec,University certificate or diploma below the bachelor level,2
36,Female,Quebec,"University certificate, diploma or degree above the bachelor level",2
36,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
36,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",8
36,Female,Saskatchewan,High school diploma or a high school equivalency certificate,1
36,Female,Saskatchewan,University certificate or diploma below the bachelor level,1
36,Female,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
36,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
36,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",8
36,Male,Alberta,High school diploma or a high school equivalency certificate,4
36,Male,Alberta,University certificate or diploma below the bachelor level,1
36,Male,Alberta,"University certificate, diploma or degree above the bachelor level",3
36,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
36,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",1
36,Male,British Columbia,High school diploma or a high school equivalency certificate,6
36,Male,British Columbia,Less than high school diploma or its equivalent,3
36,Male,British Columbia,University certificate or diploma below the bachelor level,2
36,Male,Manitoba,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
36,Male,Manitoba,"College, CEGEP or other non-university certificate or diploma",4
36,Male,Manitoba,High school diploma or a high school equivalency certificate,3
36,Male,Manitoba,Less than high school diploma or its equivalent,1
36,Male,Manitoba,University certificate or diploma below the bachelor level,2
36,Male,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
36,Male,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
36,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
36,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
36,Male,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
36,Male,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",5
36,Male,Nova Scotia,High school diploma or a high school equivalency certificate,2
36,Male,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
36,Male,Ontario,"College, CEGEP or other non-university certificate or diploma",18
36,Male,Ontario,High school diploma or a high school equivalency certificate,7
36,Male,Ontario,Less than high school diploma or its equivalent,2
36,Male,Ontario,University certificate or diploma below the bachelor level,1
36,Male,Ontario,"University certificate, diploma or degree above the bachelor level",3
36,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",2
36,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,1
36,Male,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
36,Male,Quebec,"College, CEGEP or other non-university certificate or diploma",13
36,Male,Quebec,High school diploma or a high school equivalency certificate,8
36,Male,Quebec,Less than high school diploma or its equivalent,1
36,Male,Quebec,"University certificate, diploma or degree above the bachelor level",6
36,Male,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",7
36,Male,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",5
36,Male,Saskatchewan,High school diploma or a high school equivalency certificate,2
36,Male,Saskatchewan,Less than high school diploma or its equivalent,1
36,Male,Saskatchewan,"University certificate, diploma or degree above the bachelor level",1
37,Female,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",9
37,Female,Alberta,"College, CEGEP or other non-university certificate or diploma",9
37,Female,Alberta,High school diploma or a high school equivalency certificate,6
37,Female,Alberta,Less than high school diploma or its equivalent,1
37,Female,Alberta,University certificate or diploma below the bachelor level,1
37,Female,Alberta,"University certificate, diploma or degree above the bachelor level",2
37,Female,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",3
37,Female,British Columbia,"College, CEGEP or other non-university certificate or diploma",2
37,Female,British Columbia,High school diploma or a high school equivalency certificate,2
37,Female,British Columbia,Less than high school diploma or its equivalent,1
37,Female,British Columbia,"University certificate, diploma or degree above the bachelor level",6
37,Female,Manitoba,"College, CEGEP or other non-university certificate or diploma",3
37,Female,Manitoba,High school diploma or a high school equivalency certificate,2
37,Female,Manitoba,"University certificate, diploma or degree above the bachelor level",1
37,Female,New Brunswick,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
37,Female,New Brunswick,"College, CEGEP or other non-university certificate or diploma",3
37,Female,New Brunswick,High school diploma or a high school equivalency certificate,1
37,Female,New Brunswick,University certificate or diploma below the bachelor level,1
37,Female,Newfoundland and Labrador,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",4
37,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or diploma",4
37,Female,Newfoundland and Labrador,"University certificate, diploma or degree above the bachelor level",1
37,Female,Nova Scotia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",5
37,Female,Nova Scotia,"College, CEGEP or other non-university certificate or diploma",5
37,Female,Nova Scotia,High school diploma or a high school equivalency certificate,3
37,Female,Nova Scotia,"University certificate, diploma or degree above the bachelor level",2
37,Female,Ontario,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",18
37,Female,Ontario,"College, CEGEP or other non-university certificate or diploma",23
37,Female,Ontario,High school diploma or a high school equivalency certificate,2
37,Female,Ontario,Less than high school diploma or its equivalent,1
37,Female,Ontario,University certificate or diploma below the bachelor level,2
37,Female,Ontario,"University certificate, diploma or degree above the bachelor level",6
37,Female,Prince Edward Island,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",1
37,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or diploma",4
37,Female,Prince Edward Island,University certificate or diploma below the bachelor level,1
37,Female,Quebec,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",6
37,Female,Quebec,"College, CEGEP or other non-university certificate or diploma",19
37,Female,Quebec,High school diploma or a high school equivalency certificate,2
37,Female,Quebec,Less than high school diploma or its equivalent,1
37,Female,Quebec,University certificate or diploma below the bachelor level,2
37,Female,Quebec,"University certificate, diploma or degree above the bachelor level",7
37,Female,Saskatchewan,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
37,Female,Saskatchewan,"College, CEGEP or other non-university certificate or diploma",3
37,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
37,Female,Saskatchewan,University certificate or diploma below the bachelor level,2
37,Male,Alberta,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",2
37,Male,Alberta,"College, CEGEP or other non-university certificate or diploma",6
37,Male,Alberta,"University certificate, diploma or degree above the bachelor level",3
37,Male,British Columbia,"Bachelor degree (e.g. B.A., B.Sc., LL.B.)",10
37,Male,British Columbia,"College, CEGEP or other non-university certificate or diploma",4
37,Male,British Columbia,High school diploma or a high school equivalency certificate,5
